sample_group,platform,product_key,product_id,review_id,product_name,brand,category,rating,review_text,sentiment_label,lstm_v3_pred,predicted_sentiment,skin_type,base_skin_type,skin_type_tags,skin_need_tags,skin_type_normalization_status,skin_concern,skin_concern_tags,skin_concern_codes,skin_concern_normalization_status
positive_review_samples,oliveyoung,oliveyoung::A000000254427,A000000254427,58756825,[100만장 판매/단독기획] 프롬리에 EGF 피지팩 하이퍼 액티브 모공 피지 마스크 4+1 증정 기획세트,프롬리에,maskpack,3.0,궁금해서 구매해봤는데 좋은지도 잘 모르겠고 이제 다시 구매안할 것 같아요. 가격도 비싸고ㅠ,positive,positive,positive,,,[],[],missing,,[],[],missing
positive_review_samples,musinsa,musinsa::3341580,3341580,musinsa_3341580_34affaea,수퍼 밀크 100g - 컨디셔닝 헤어 프라이머,lush,beauty,5.0,달달한 향이 나요 러쉬갔다가 좋아서 무신사로 구매햇어요,positive,positive,positive,nan,,[],[],missing,,[],[],missing
positive_review_samples,musinsa,musinsa::3341580,3341580,musinsa_3341580_5d7cdf39,수퍼 밀크 100g - 컨디셔닝 헤어 프라이머,lush,beauty,5.0,이거진짜 뿌리면 머리에서 좋는냄새가요 달달한냄새!!,positive,positive,positive,nan,,[],[],missing,,[],[],missing
positive_review_samples,oliveyoung,oliveyoung::A000000222849,A000000222849,57887020,[5월 올영픽][속건조해결] 파티온 포도당 하이드로 에센스토너 300ml 더블 기획(2개입),파티온,skincare,5.0,보습력이 좋아서 재구매해서 사용하고있어요 용량이  넉넉하고 수분감이 정말 좋아요,positive,positive,positive,,,[],[],missing,,[],[],missing
positive_review_samples,oliveyoung,oliveyoung::A000000253619,A000000253619,59711180,[포켓몬에디션/마이크로버블] 마녀공장 퓨어 소이빈 클렌징폼 120ml 2입 기획 (+스티커),마녀공장,cleansing,5.0,처음 사용해봤는데 정말 쫀쫀해요~  조금만 사용해도 거품도 많이 나고 클렌징하는데 전혀 무리가 없어요! 제품이 순하고 뽀득하게 잘 닦여 너무 좋네요~~ 강추해요!,positive,positive,positive,,,[],[],missing,,[],[],missing
positive_review_samples,musinsa,musinsa::2151083,2151083,musinsa_2151083_d87db492,빠지는 모발 고민해결 두피강화 샴푸 400ml 2입 + 증정,laboh,beauty,5.0,"두피까지 아주 깨끗하게 세정되는 느낌이 좋아요
향도 너무 강하지 않아서 거부감 없어서 좋고
용량도 매우 커서 오래 사용중입니다!",positive,positive,positive,nan,,[],[],missing,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000205435,A000000205435,43692231,[빙하수쿨링패드/더블기획] 셀퓨전씨 포스트 알파 쿨링 패드 70매 더블기획(쿨링/시카쿨링),셀퓨전씨,maskpack,2.0,"생각보다 안 시원함... 너무 기대를 해서 그런것도 있는걱
같은데 ㅠㅠ 생각보다 엄청 시원하다! 이건 아녜요",negative,neutral,neutral,복합성,복합성,['복합성'],[],ok,주름,['주름'],[],ok
neutral_review_samples,oliveyoung,oliveyoung::A000000231175,A000000231175,53320933,[5월 올영픽/포켓몬에디션] 듀이트리 하이아미노 올 클렌징 밀크 200ml 기획 (+리필200ml+50ml+세안밴드),듀이트리,cleansing,1.0,가성비는 좋은데...... 세정력이 별로에요. 걍 다른 거 사세요,negative,neutral,neutral,,,[],[],missing,,[],[],missing
neutral_review_samples,musinsa,musinsa::1619465,1619465,musinsa_1619465_0d3f8ac1,울트라리페어 로션 350ml 2 pack + 트러블 미스트 30ml 증정,illiyoon,beauty,4.0,지금까지 썼던 제품 중에서는 제일 좋은 것 같아요! 아쉬운 점은 유분감이 조금 느껴지고 흡수되는 데 시간이 좀 걸려용ㅠ 무거운 제형이라 어쩔 수 없는 것 같아요,positive,neutral,neutral,복합성 · 진정/보습 · 여드름 · 유수분조절,복합성,['복합성'],['진정' '보습' '트러블' '유수분 조절'],ok,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000226493,A000000226493,44539077,[저자극클렌저] 메디큐브 PDRN 젤투폼 클렌저 200ml 기획(+클렌징브러쉬 증정),메디큐브,cleansing,5.0,올영에서 보다가 궁금에서 구매 했어요!!메디큐브는 믿고 쓰니까 pbrn라인 다른 제품도 같이 사용 하고 싶어요😍🫶🩷,positive,neutral,neutral,,,[],[],missing,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000235364,A000000235364,58974700,[3D진동클렌징/모공케어] 메디큐브 에이지알 부스터 진동 클렌저 헤드 (베이지/핑크),메디큐브 에이지알,cleansing,4.0,화장 잘 지워지고 괜찮은데 ems 기능은 효과 있는 건지 잘 모르겠어요,positive,neutral,neutral,,,[],[],missing,,[],[],missing
neutral_review_samples,musinsa,musinsa::2172345,2172345,musinsa_2172345_9192cabc,아토베리어365 크림 80ml,aestura,beauty,5.0,묵직한 느낌에 부드러움이 있어서 바르기 좋음. 여름에는 좀 어려울 것 같지만 그 외 건조할때 바르면 좋을듯,positive,neutral,neutral,복합성 · 진정/보습 · 여드름 · 모공,복합성,['복합성'],['진정' '보습' '트러블' '모공'],ok,,[],[],missing
neutral_review_samples,musinsa,musinsa::4701719,4701719,musinsa_4701719_3fd41dfe,레이저 UV 썬스크린 50ml,cellfusionc,beauty,5.0,제가 얼굴에 땀이나 유분이 많은 편은 아닌데도 다른 썬크림은 바르고 시간이 지나면 너무 기름져서 힘든데 이건 좀 덜한 것 같아요!,positive,neutral,neutral,복합성 · 진정/보습 · 미백,복합성,['복합성'],['진정' '보습' '미백'],ok,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000240555,A000000240555,48792806,[대용량] 셀리맥스 브라이트닝 모공잡티패드 기획 (80매+20매),셀리맥스,maskpack,3.0,패드 질감은 너무 좋은데 효과 없음 비싸기도 하고... 재구매텀은 놉,neutral,neutral,neutral,,,[],[],missing,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000250344,A000000250344,61587024,[자극도ZERO]아이오페 레티놀 슈퍼 바운스 세럼 20ml 기획 (+15ml),아이오페,skincare,3.0,정말 자극이 없는데 그렇다고해서 큰 효과보기도 좀 어려워요ㅠㅠ,positive,neutral,neutral,,,[],[],missing,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000245794,A000000245794,55773998,[화잘먹/단독기획]폴라초이스 바하 리퀴드 엑스폴리언트 118ml 기획 (+바하 리퀴드 30ml),폴라초이스,skincare,4.0,아직은 잘 모르겠어요 꾸준히 쓰고 있긴 한데 우선 한 병 다 써봐야 알 것 같음,positive,neutral,neutral,,,[],[],missing,,[],[],missing
neutral_review_samples,musinsa,musinsa::3098202,3098202,musinsa_3098202_278cd4c8,레티놀 시카 흔적 앰플 30mL,innisfree,beauty,4.0,냄새는 좀 이상한데 발림성 괜찮구여 사실 효과 있는지 모르겠고 안 바른 것 보단 나을 거 같아서 발라요,positive,neutral,neutral,복합성 · 모공 · 여드름,복합성,['복합성'],['모공' '트러블'],ok,,[],[],missing
neutral_review_samples,musinsa,musinsa::2458627,2458627,musinsa_2458627_d82aef7b,RC BB557 GREEN 선글라스,reclow,beauty,5.0,겉 모습이나 디자인적으로는 이쁘네요. 선글라스의 기능을 제대로 하는지는 아직 사용해보지 않아사 모르겠습니다. 그래도 디자인은 이쁘니 잘 사용할게요,positive,neutral,neutral,nan,,[],[],missing,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000162370,A000000162370,23310644,[더블기획] 마녀공장 갈락 필링젤 대용량 120mlX2 더블 기획,마녀공장,cleansing,3.0,필링젤 주기적으로 사용하는데 세일하고 판매량 많길래 사봤어요,neutral,neutral,neutral,,,[],[],missing,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000188876,A000000188876,28627202,[화잘먹/쌀알춘식이스트레스볼] 조선미녀 맑은쌀 선크림 50ml 2입 기획,조선미녀,suncare,3.0,첨에 사고나서는 맘에 들어서 좋은 평 썼었는데 사용하다 보니 치명적인 단점 발견.. 눈이 시림.. 심지어 전 웬만한 썬크림은 다 괜찮은데 이 순한제형이 눈시림이 있다니 아쉽네요,neutral,neutral,neutral,,,[],[],missing,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000187675,A000000187675,12871007,[하루특가/산뜻청량] 라운드랩 포 맨 자작나무 토너/로션 2종 기획 (+쉐이빙폼 40ml),라운드랩,skincare,3.0,수분감 발림성 뭐 이런건 다 좋은데 토너 뚜껑이 너무 허술?해서 손에 덜다가 너무 많이 덜거나 옆으로 세거나 해서 사용하기 매우매우매우 불편합니다,neutral,neutral,neutral,,,[],[],missing,,[],[],missing
neutral_review_samples,musinsa,musinsa::1619465,1619465,musinsa_1619465_03aac3c9,울트라리페어 로션 350ml 2 pack + 트러블 미스트 30ml 증정,illiyoon,beauty,5.0,극건성한테 맞습니다 피부가 진짜 건조한 편인데 잘 쓰고있습니다 보습력이 좋아요,positive,neutral,neutral,nan,,[],[],missing,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000245680,A000000245680,58129972,[망곰 콜라보] 넘버즈인 3번 도자기결 파데스킵 톤업베이지 50ml 기획 (+35ml+스패츌라),넘버즈인,suncare,2.0,처음 화장을 하는거라 파데프리형식인걸 구매하고싶어서 구매를 했는데 지인이 추천해줘서 구매하게 됬는데 저랑은 안맞는것같아요 그래서 조금 아쉬웠는데 톤 보정은 짱인것같아요 근데 밝은 호수 쓰고 계신분은 밝은 파데랑 섞어서 쓰면 좋을것같아요,negative,neutral,neutral,,,[],[],missing,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000207439,A000000207439,30121820,[블랙헤드케어템]브링그린 티트리 시카 포어 코팩 5매입,브링그린,maskpack,3.0,어제 사서 바로 해봤는데 진짜 화헤블헤 1도 안불려져서 다음주에 다시 해보려구요..,neutral,neutral,neutral,지성,지성,['지성'],[],ok,"미백, 보습",['미백' '보습'],[],ok
neutral_review_samples,musinsa,musinsa::3317081,3317081,musinsa_3317081_fc02290f,포어제로 오일 컨트롤 선스틱 2개 세트,obge,beauty,5.0,썬스틱 사용하면 일반 썬크림 귀찮아서 이것만 써요,positive,neutral,neutral,복합성 · 유수분조절,복합성,['복합성'],['유수분 조절'],ok,,[],[],missing
neutral_review_samples,oliveyoung,oliveyoung::A000000222790,A000000222790,56586277,아누아 어성초 피지쏙 모공 폼 150ml 2입 기획,아누아,cleansing,3.0,알갱이를 잘 녹여서 써야해요 세정력은 괜찮은 듯 해요  잘 사용하고 있어요,neutral,neutral,neutral,,,[],[],missing,,[],[],missing
base_skin_type_samples,oliveyoung,oliveyoung::A000000205435,A000000205435,43692231,[빙하수쿨링패드/더블기획] 셀퓨전씨 포스트 알파 쿨링 패드 70매 더블기획(쿨링/시카쿨링),셀퓨전씨,maskpack,2.0,"생각보다 안 시원함... 너무 기대를 해서 그런것도 있는걱
같은데 ㅠㅠ 생각보다 엄청 시원하다! 이건 아녜요",negative,neutral,neutral,복합성,복합성,['복합성'],[],ok,주름,['주름'],[],ok
base_skin_type_samples,musinsa,musinsa::2637406,2637406,musinsa_2637406_cfa77e11,어반쉐이드 쿨카밍 선스틱 SPF50+ PA++++ 20g,dewytree,beauty,5.0,발림성 좋아요 그리고 시원해지지는 않고 냄새만 시원,positive,positive,positive,복합성 · 진정/보습 · 모공 · 미백,복합성,['복합성'],['진정' '보습' '모공' '미백'],ok,,[],[],missing
base_skin_type_samples,musinsa,musinsa::3098201,3098201,musinsa_3098201_ec8ef9b9,[사은품 증정] (대용량) 레티놀 시카 흔적 앰플 50mL + 10mL 2개,innisfree,beauty,5.0,이젠 없어선 안되는 필수 스킨케어 제품입니다 좋아요,positive,positive,positive,복합성 · 여드름 · 유수분조절 · 진정/보습,복합성,['복합성'],['트러블' '유수분 조절' '진정' '보습'],ok,,[],[],missing
base_skin_type_samples,musinsa,musinsa::2570504,2570504,musinsa_2570504_d74a9caa,DMT 페이셜 수분 크림 150ml+추가증정,physiogel,beauty,5.0,매번쓰는건데 할인 많이 받아서 구매했어요 짱짱맨~,positive,positive,positive,복합성 · 진정/보습,복합성,['복합성'],['진정' '보습'],ok,,[],[],missing
base_skin_type_samples,oliveyoung,oliveyoung::A000000190369,A000000190369,28781790,[판매량 1억개 돌파/대용량] AHC 텐 레볼루션 리얼 아이크림 포 페이스 더블 기획,AHC,skincare,5.0,"사용해보니 눈시림 아주 사알짝 잇어요 
노화의 시작은 25세라더니.  눈 밑 주름까지 신경쓰야서 구매했어요 용량도 많아서 아직까지 잘 쓰고잇어요",positive,positive,positive,민감성,민감성,['민감성'],[],ok,"보습, C09",['보습'],['C09'],ok
base_skin_type_samples,oliveyoung,oliveyoung::A000000185112,A000000185112,36578381,브링그린 프레시 마스크 1매/10매 (히알루 수분/티트리 진정/글루타치온 톤업/알로에 수딩),브링그린,maskpack,5.0,알로에 수딩 마스크팩이라서 수분감이 넘쳐서 좋아요 ~~!!,positive,positive,positive,건성,건성,['건성'],[],ok,미백,['미백'],[],ok
base_skin_type_samples,musinsa,musinsa::3505072,3505072,musinsa_3505072_329fab50,[SET] 다이브인 저분자 히알루론산 토너 300ml  x  2개 (+다이브인 크림 20ml),torriden,beauty,5.0,토리든 토너 가격도 괜찮아서 여러번 구매하게 되네요,positive,positive,positive,지성 · 진정/보습,지성,['지성'],['진정' '보습'],ok,,[],[],missing
base_skin_type_samples,musinsa,musinsa::4240698,4240698,musinsa_4240698_98454150,퍼퓸 버블 대용량 핸드워시 515ml 5종 선물세트,hetrasbeauty,beauty,5.0,세정력 좋고 대용량이라 좋아요 가성비 너무좋은데요? 디자인도 깔꿈하고 향은 전부 대중적인향이라 호불호 없이 잘쓸거같아요,positive,positive,positive,복합성 · 모공 · 진정/보습 · 유수분조절,복합성,['복합성'],['모공' '진정' '보습' '유수분 조절'],ok,,[],[],missing
base_skin_type_samples,musinsa,musinsa::6213430,6213430,musinsa_6213430_c0f99318,언리시아 선셋 대즐 글로스 밤,unleashia,beauty,3.0,"컬러도 이쁜데 촉촉해서 좋았어요
근데 저대로 바르기는 조금힘들어서 손으로 퍼뜨려줘야합니다!!",positive,positive,positive,건성 · 진정/보습 · 유수분조절 · 미백,건성,['건성'],['진정' '보습' '유수분 조절' '미백'],ok,,[],[],missing
base_skin_type_samples,oliveyoung,oliveyoung::A000000232724,A000000232724,59650673,[NO.1 미스트세럼] 달바 퍼스트 스프레이 세럼 100ml 2개 기획,달바,skincare,4.0,자극 없는데 눈에 들어가면 엄청 아파서 조심해서 쓰세용^_^제품력은 딱히 모르겠고 그냥 다이소에 파는 품절대란 토너 사서 쓸듯,positive,negative,negative,지성,지성,['지성'],[],ok,"미백, 보습",['미백' '보습'],[],ok
base_skin_type_samples,oliveyoung,oliveyoung::A000000205004,A000000205004,32076115,[피지케어/화잘먹팩] 토르홉 무스타 콩테 체인저블 퀵 마스크 60g/90g,토르홉,maskpack,5.0,"설명서 안읽고 두껍게 올렸다가 약간 당황했어요 ㅎㅎㅎ
박스포장을 바로 버리는 저로서는 제품 용기에도 설명이 있으면 좋을거같다는 생각이 드네요!

오버휩된 생크림 제형이예요 
퐁신퐁신~!
빠르게 롤링해서 워시오프할수있는 장점이 있어요
자극적이지 않고, 촉촉한 곡물팩 이예요

롤링할수록 챠콜이 퍼지는거같이 신기했어요
적은양으로도 팩을 할수있어서 오래 쓸거같아요 ㅎㅎ",positive,positive,positive,건성,건성,['건성'],[],ok,"미백, 주름",['미백' '주름'],[],ok
base_skin_type_samples,musinsa,musinsa::1619465,1619465,musinsa_1619465_0d3f8ac1,울트라리페어 로션 350ml 2 pack + 트러블 미스트 30ml 증정,illiyoon,beauty,4.0,지금까지 썼던 제품 중에서는 제일 좋은 것 같아요! 아쉬운 점은 유분감이 조금 느껴지고 흡수되는 데 시간이 좀 걸려용ㅠ 무거운 제형이라 어쩔 수 없는 것 같아요,positive,neutral,neutral,복합성 · 진정/보습 · 여드름 · 유수분조절,복합성,['복합성'],['진정' '보습' '트러블' '유수분 조절'],ok,,[],[],missing
base_skin_type_samples,musinsa,musinsa::3775064,3775064,musinsa_3775064_cc336937,비건 핸드크림 3개 골라담기,kamill,beauty,5.0,"카밀 센시티브 핸드크림 너무 좋아요
허브향은 너무 부담스러워서 이런 보습력에 무향이면 딱 좋겠다고 생각했었는데 무향 정말 좋아요",positive,positive,positive,복합성 · 탄력 · 진정/보습,복합성,['복합성'],['탄력' '진정' '보습'],ok,,[],[],missing
base_skin_type_samples,oliveyoung,oliveyoung::A000000254406,A000000254406,59732218,NEW[파데프리/톤업선/톤업선크림] 체이싱래빗 올어바웃 글로우 톤업 선 70ml,체이싱래빗,suncare,5.0,톤업크림 자주 바르는데 선크림을 또 발라야해서 귀찮았는데 요건 딱이에요!!!! 톤업도 잘되구 목에랑 얼굴이랑 여름에 파데프리로 바르기도 넘 좋아요 추천합니당!,positive,positive,positive,지성,지성,['지성'],[],ok,"주름, 보습",['주름' '보습'],[],ok
base_skin_type_samples,musinsa,musinsa::2172345,2172345,musinsa_2172345_9192cabc,아토베리어365 크림 80ml,aestura,beauty,5.0,묵직한 느낌에 부드러움이 있어서 바르기 좋음. 여름에는 좀 어려울 것 같지만 그 외 건조할때 바르면 좋을듯,positive,neutral,neutral,복합성 · 진정/보습 · 여드름 · 모공,복합성,['복합성'],['진정' '보습' '트러블' '모공'],ok,,[],[],missing
base_skin_type_samples,musinsa,musinsa::2959816,2959816,musinsa_2959816_8fd008a9,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),torriden,beauty,5.0,수부지 피부에 딱이에요! 화장 전에 발라주면 촉촉하니 화장 들뜸도 없고 밤에 수분케어 용으로도 딱입니다❤️,positive,positive,positive,건성 · 진정/보습 · 모공 · 유수분조절,건성,['건성'],['진정' '보습' '모공' '유수분 조절'],ok,,[],[],missing
base_skin_type_samples,musinsa,musinsa::4701719,4701719,musinsa_4701719_3fd41dfe,레이저 UV 썬스크린 50ml,cellfusionc,beauty,5.0,제가 얼굴에 땀이나 유분이 많은 편은 아닌데도 다른 썬크림은 바르고 시간이 지나면 너무 기름져서 힘든데 이건 좀 덜한 것 같아요!,positive,neutral,neutral,복합성 · 진정/보습 · 미백,복합성,['복합성'],['진정' '보습' '미백'],ok,,[],[],missing
base_skin_type_samples,musinsa,musinsa::5848372,5848372,musinsa_5848372_490859a1,리얼 히알루로닉 100 토너 500ml,wellage,beauty,5.0,흡수력이 매우 빠르고 수분감 보충이 좋은 것 같아요,positive,positive,positive,복합성 · 진정/보습,복합성,['복합성'],['진정' '보습'],ok,,[],[],missing
base_skin_type_samples,musinsa,musinsa::4485242,4485242,musinsa_4485242_c0585e7c,[보이넥스트도어 PICK] 니치퍼퓸 핸드크림 월넛크릭그린,bibiang,beauty,5.0,향이 향수브랜드라 그런가 복합적아고 좋았습니다,positive,positive,positive,지성 · 진정/보습 · 모공 · 여드름,지성,['지성'],['진정' '보습' '모공' '트러블'],ok,,[],[],missing
base_skin_type_samples,musinsa,musinsa::2172345,2172345,musinsa_2172345_b2fa0016,아토베리어365 크림 80ml,aestura,beauty,5.0,레전드 꿀템이라고 해서 사봤는데 완전 이것저것 퍼주네요!,positive,positive,positive,복합성 · 진정/보습 · 모공 · 유수분조절,복합성,['복합성'],['진정' '보습' '모공' '유수분 조절'],ok,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2959816,2959816,musinsa_2959816_1c00ad65,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),torriden,beauty,5.0,몇년째 꾸준히 사용하고 있는 토리든 세럼입니다~,positive,positive,positive,진정/보습 · 유수분조절,,[],['진정' '보습' '유수분 조절'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::6330688,6330688,musinsa_6330688_8df43d13,올리고 히알루론산 딥 토너 200ml,thelabbyblancdoux,beauty,5.0,물 같은 토너라서 가볍게 바르기 좋아요 속건조 잡기도 좋고 촉촉하게 쓸 수 있어요,positive,positive,positive,진정/보습,,[],['진정' '보습'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2638240,2638240,musinsa_2638240_cc3273e0,[2EA] 아쿠아 콜라겐 펩타이드 EX 멀티 크림 80ml(토너 9ml 증정),dewytree,beauty,4.0,촉촉하니 좋아요 좀더 발라 봐야알겠지만 아직은 좋아요,positive,positive,positive,모공,,[],['모공'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::6163905,6163905,musinsa_6163905_f3b2322d,미드나잇 블루 유스 액티베이팅 드롭 20ml,klairs,beauty,5.0,제 피부에 잘 맞았슺니다. 앞으로 잘 쓸거 같아서 좋아요,positive,positive,positive,진정/보습 · 모공 · 여드름,,[],['진정' '보습' '모공' '트러블'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2959816,2959816,musinsa_2959816_e9b53eb3,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),torriden,beauty,5.0,원래 쓰던 거 세럼 필요해서 다시 샀는데 역시 좋아용,positive,positive,positive,진정/보습 · 모공,,[],['진정' '보습' '모공'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2172345,2172345,musinsa_2172345_1d96c49e,아토베리어365 크림 80ml,aestura,beauty,5.0,알갱이가 있는 묵직한 제형의 크림이에요 그렇다고 발림성이 나쁜편은 아님 기본 보습크림같은 느낌이라 겨울에 자주 바를 것 같아여,positive,neutral,neutral,진정/보습 · 모공 · 여드름,,[],['진정' '보습' '모공' '트러블'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::3505072,3505072,musinsa_3505072_ec6f0a2a,[SET] 다이브인 저분자 히알루론산 토너 300ml  x  2개 (+다이브인 크림 20ml),torriden,beauty,5.0,나름 큐폰 써서 저렴하게 구매했어요 무난한 사용감이에요,positive,positive,positive,모공,,[],['모공'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::3505072,3505072,musinsa_3505072_39e3ab9d,[SET] 다이브인 저분자 히알루론산 토너 300ml  x  2개 (+다이브인 크림 20ml),torriden,beauty,5.0,가벼운 물제형의 토너예요. 닦토하기에 매우 무난해서 세일할때 쟁였어요.,positive,neutral,neutral,진정/보습 · 여드름 · 유수분조절,,[],['진정' '보습' '트러블' '유수분 조절'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::3674930,3674930,musinsa_3674930_388c2f4e,다이브인 저분자 히알루론산 수딩크림 80ml,torriden,beauty,5.0,가볍고 여름에 바르기 좋은 크림이예요! 추천합니다,positive,positive,positive,모공 · 여드름,,[],['모공' '트러블'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2605792,2605792,musinsa_2605792_5908f66c,[증정] 무향 100시간 보습 세라마이드 아토 로션 350ml 2입,illiyoon,beauty,5.0,3번째 재구매입니다! 촉촉하고 순해서 좋아용 네이버스토어에서 항상 구매했는데 무신사로 구매해봤어요~! 포장도꼼꼼하고 무료배송이라서 좋아요!!,positive,positive,positive,여드름 · 유수분조절,,[],['트러블' '유수분 조절'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2822853,2822853,musinsa_2822853_281cfd5d,[무신사단독] 포 맨 1025 독도 올인원 플루이드 200ml (+독도 클렌저 40ml 증정),roundlab,beauty,5.0,"지난번에 써보고 다시 구매해서 쓰고있어요
펌핑형 용기라서 맘에 들어요
거의 무향이고 보습력도 괜찮아요",positive,positive,positive,모공 · 유수분조절 · 탄력,,[],['모공' '유수분 조절' '탄력'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2959816,2959816,musinsa_2959816_d037aa16,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),torriden,beauty,5.0,무신사에서 이젠 화장품도 싸게 살수있네요 수분채워주는 용도론 참 좋아요 겨울에 특히 제 역할 하는거같아요,positive,positive,positive,여드름 · 유수분조절,,[],['트러블' '유수분 조절'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2496302,2496302,musinsa_2496302_2ab8ea1f,그린 마일드 업 선 플러스 50mL 2개,drg,beauty,5.0,항상쓰는 제품인대 블프 세일이라 가장저렴해서 샀네요,positive,positive,positive,진정/보습,,[],['진정' '보습'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::3098202,3098202,musinsa_3098202_2d34c57d,레티놀 시카 흔적 앰플 30mL,innisfree,beauty,5.0,사용하는데 너무 만족해하고 있어요 배송도 빠르게 와서 좋았어요!,positive,positive,positive,진정/보습 · 모공 · 여드름,,[],['진정' '보습' '모공' '트러블'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2496302,2496302,musinsa_2496302_f10d5b47,그린 마일드 업 선 플러스 50mL 2개,drg,beauty,5.0,"배송이 빨라요
무기자차 선크림이라 백탁은 있지만 순해서 자극이 없어요",positive,positive,positive,진정/보습 · 모공 · 여드름,,[],['진정' '보습' '모공' '트러블'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2959816,2959816,musinsa_2959816_9cea37e1,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),torriden,beauty,5.0,추천받아서 사용하고 있었는데 세일해서 바로 구매했습니다,positive,positive,positive,진정/보습 · 모공 · 여드름,,[],['진정' '보습' '모공' '트러블'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2782655,2782655,musinsa_2782655_323e50f1,[무신사단독] 1025 독도 선크림 50ml (+클렌저 40ml),roundlab,beauty,5.0,순하고 발림성좋고 하얘지지 않아서 좋네요 다 좋지만 하얘지지 않는게 넘 좋아요 굿굿,positive,positive,positive,유수분조절,,[],['유수분 조절'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2959816,2959816,musinsa_2959816_adbbf709,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),torriden,beauty,5.0,역시 믿고 쓰는 토리든이에요!! 여름에 유분기없이 사용하기 좋아요,positive,positive,positive,진정/보습 · 여드름,,[],['진정' '보습' '트러블'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::3098202,3098202,musinsa_3098202_62918e2c,레티놀 시카 흔적 앰플 30mL,innisfree,beauty,5.0,인기가 많길래 한번 구매했습니다 며칠 사용 하고 있는데 솔직히 아직까지는 와! 좋다 이런건 모르겠어요 그래도 약간 여드름 흉터가 엳어진거 같기도 하고.. 기분탓인감,positive,positive,positive,여드름,,[],['트러블'],no_base_skin_type,,[],[],missing
no_base_skin_type_samples,musinsa,musinsa::2996090,2996090,musinsa_2996090_190bc3a3,밸런스풀 시카 진정 크림 80ml,torriden,beauty,4.0,발림성이 너무 좋아요 순해서 누구나 쓰기 좋을듯해요,positive,positive,positive,모공,,[],['모공'],no_base_skin_type,,[],[],missing
missing_skin_type_samples,oliveyoung,oliveyoung::A000000197743,A000000197743,58411870,[5분 마스크팩] 스킨푸드 데일리 마스크 30매 6종,스킨푸드,maskpack,5.0,편하게 꺼내 쓰기좋아여 감자써봤는데 무난한거수같습니다,positive,positive,positive,,,[],[],missing,,[],[],missing
missing_skin_type_samples,oliveyoung,oliveyoung::A000000182782,A000000182782,31237564,[산뜻진정] 구달 맑은 어성초 진정 쿨링 선스틱 19g 1+1 기획,구달,suncare,3.0,"장단점이긴 한데

끈적거림이 없는대신 밀착력이 없어서 뭔가 지우개똥처럼
톡톡 떨어짐

그래서 손으로 한번 더 문질해줘야되는 귀찮음 있음",negative,negative,negative,,,[],[],missing,,[],[],missing
